gene,slope_z,r,p,n_cells_expr
Lmbrd1,0.020494583612431266,0.01760008021877104,0.0007325023141166628,36815
Bai3,-0.08780984577675499,-0.0776016293721146,0.30597190437195954,176
Gm20172,0.09279229264571072,0.0286224719053889,0.7936272448663354,86
Phf3,0.010274075222343653,0.010196132251508061,0.07167565982709766,31207
Ptp4a1,0.0115905672023843,0.009560375553948926,0.2113497556718219,17093
4931428L18Rik,0.02426875463647241,0.02955515256612997,0.8272416274655832,57
Prim2,0.036244812913648956,0.05116593651448331,3.172979005171347e-06,8284
1700001G17Rik,0.06046004709696664,0.055089392861755876,0.30547636097996417,348
Rab23,0.0025452018793188577,0.0027107624984648517,0.8300887982214731,6269
Bag2,0.03235494619602741,0.04555180956272664,1.4146394725222937e-06,11201
Zfp451,0.04195417815664244,0.04279764441822732,0.002200041759768543,5116
Gm15455,0.06767408994126667,0.07392732540137202,0.17319556504526987,341
Bend6,-0.06800640887723403,-0.06542471314541175,0.04141997748568595,972
Dst,0.02170129331945007,0.01766648534436244,0.0022847324300455402,29813
Ccdc115,0.008072480797316438,0.009427004816894045,0.07382737187125779,35962
Imp4,-0.010550144894833104,-0.012172700251474041,0.026024901976831764,33436
Ptpn18,-0.04285465827987457,-0.04918849754435897,2.0331871175870799e-41,75021
Cfc1,-0.019185355056124877,-0.07477879306898547,0.6134644618512227,48
Fam123c,0.05195987297649442,0.030385199876195586,0.8273430897249877,54
Arhgef4,-0.013750149969545041,-0.023369183071450195,0.12133307686822298,4396
Fam168b,0.008245039078466146,0.008609739519752052,0.1023090519180849,36009
Plekhb2,0.10962906367291238,0.0895677797111612,2.5853245889537644e-49,27056
Hs6st1,-0.011232798232895155,-0.009796775456716542,0.2173132626692614,15860
Uggt1,0.05121975594072142,0.049848874711791016,3.795503773791079e-15,24843
Neurl3,-0.02045802153442074,-0.015808179852215887,0.025428414017992396,19986
Arid5a,0.08525141614676296,0.09224663078511201,5.080775788813253e-56,29100
4632411B12Rik,0.01584538854132308,0.013800535153124342,0.10960824311924687,13442
Lman2l,0.010708238219413982,0.01147136745092061,0.17683139237918397,13863
Cnnm4,0.1872047181670279,0.12270118041508762,1.515583377422223e-34,9908
Cnnm3,0.01715993897555459,0.015456755267365046,0.1456141686270955,8865
Ankrd23,-0.00824582384736428,-0.008885007238804615,0.8114954362918163,723
Ankrd39,0.008337609357812576,0.009846722891191088,0.33180336311354475,9716
